,Utterance,Emotion,tokens,token_len
313,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",fear,"['umm', 'think', 'give', 'umm', 'one', 'chance', 'change', 'mind']",8
314,Okay.,neutral,['okay'],1
315,What?,neutral,[],0
316,Okay. I’ll give you one chance to change my mind.  You got one minute.,anger,"['okay', 'ill', 'give', 'one', 'chance', 'change', 'mind', 'got', 'one', 'minute']",10
317,Daddy!,surprise,['daddy'],1
318,"Oh well, it’s not on TV yet.",neutral,"['oh', 'well', 'tv', 'yet']",4
319,"Well, then it’s not on the wall yet.",neutral,"['well', 'wall', 'yet']",3
320,"Okay, fine, I will bring you a tape, huh?",neutral,"['okay', 'fine', 'bring', 'tape', 'huh']",5
321,"So umm, now do you have any of Matt Lauer’s clothes here? Maybe? Just ones that haven’t been cleaned yet?",neutral,"['umm', 'matt', 'lauers', 'clothes', 'maybe', 'one', 'havent', 'cleaned', 'yet']",9
322,Ooooohh!,surprise,['ooooohh'],1
323,"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",neutral,"['oh', 'yeah', 'im', 'sure', 'sudden', 'hand', 'werent', 'problem', 'anymore']",9
324,Was it...?,surprise,[],0
325,"Oh, boy scouts could have camped under there.",neutral,"['oh', 'boy', 'scout', 'could', 'camped']",5
326,"""Ooo,"" what?",surprise,['ooo'],1
327,Uma Thurman.,neutral,"['uma', 'thurman']",2
328,Oh!,surprise,['oh'],1
329,The actress!,surprise,['actress'],1
330,Thanks Rach.,neutral,"['thanks', 'rach']",2
331,So what are you gonna do?,surprise,"['gon', 'na']",2
332,You have to tell her!,joy,['tell'],1
333,You have to tell her!,joy,['tell'],1
334,"It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!",anger,"['moral', 'obligation', 'friend', 'woman', 'think', 'feminist', 'issue']",7
335,Guys?,anger,['guy'],1
336,Guys?,anger,['guy'],1
337,"Oh, yeah, you have to tell her.",neutral,"['oh', 'yeah', 'tell']",3
338,Feminist issue. That's where I went!,neutral,"['feminist', 'issue', 'thats', 'went']",4
339,She is gonna hate me.,fear,"['gon', 'na', 'hate']",3
340,"Yeah, well...",neutral,"['yeah', 'well']",2
341,Will you marry me?,fear,['marry'],1
342,It’s the big night! We wanted to wish you good luck!,joy,"['big', 'night', 'wanted', 'wish', 'good', 'luck']",6
343,"Yeah, yeah you have the ring?",neutral,"['yeah', 'yeah', 'ring']",3
344,"Yeah, right here in my pocket.  Pheebs?",neutral,"['yeah', 'right', 'pocket', 'pheebs']",4
345,Oh! Oop!,surprise,"['oh', 'oop']",2
346,"Okay, now will you guys get out of here? I want this is to be a surprise and she’s gonna know.",neutral,"['okay', 'guy', 'get', 'want', 'surprise', 'shes', 'gon', 'na', 'know']",9
347,Yeah-yeah you guys. Get out of here!,neutral,"['yeahyeah', 'guy', 'get']",3
348,Hi guys.,neutral,"['hi', 'guy']",2
349,You are beautiful.,joy,['beautiful'],1
350,"Oh, thank you!   What’s going on?",joy,"['oh', 'thank', 'whats', 'going']",4
351,We’re just really…very excited about this charity event that we have to go to.,neutral,"['reallyvery', 'excited', 'charity', 'event', 'go']",5
352,"Okay umm, Ross?",neutral,"['okay', 'umm', 'ross']",3
353,"I'm-I'm really warm, so I'm going to be taking off my sweater.",neutral,"['imim', 'really', 'warm', 'im', 'going', 'taking', 'sweater']",7
354,"Now, I'm just letting you know that this is",neutral,"['im', 'letting', 'know']",3
355,Yep! That's hilarious!,joy,"['yep', 'thats', 'hilarious']",3
356,I'm sorry. I'm done. I'm done.,neutral,"['im', 'sorry', 'im', 'done', 'im', 'done']",6
357,"Y'know, last night was embarrassing for you too.",neutral,"['yknow', 'last', 'night', 'embarrassing']",4
358,"No, not really. I mean you've seen me naked hundreds of times.",neutral,"['really', 'mean', 'youve', 'seen', 'naked', 'hundred', 'time']",7
359,Uh-huh. But it was a first for the rest of my building.,neutral,"['uhhuh', 'first', 'rest', 'building']",4
360,"Okay. All right, that's true! But y'know I just don't embarrass that easily.",neutral,"['okay', 'right', 'thats', 'true', 'yknow', 'dont', 'embarrass', 'easily']",8
361,What?! You totally get embarrassed!,surprise,"['totally', 'get', 'embarrassed']",3
362,"No, I don't! Ross, I think I'm just a more secure person than you are.",neutral,"['dont', 'ross', 'think', 'im', 'secure', 'person']",6
363,Is that so?,neutral,[],0
364,Yeah.,neutral,['yeah'],1
365,Hey lady! I don't care how much you want it! Okay?! I am,disgust,"['hey', 'lady', 'dont', 'care', 'much', 'want', 'okay']",7
366,I can’t believe it!,surprise,"['cant', 'believe']",2
367,I did it!,joy,[],0
368,I rode a bike!,joy,"['rode', 'bike']",2
369,I never thought I’d be able to do that!,joy,"['never', 'thought', 'id', 'able']",4
370,Thank you Ross.,joy,"['thank', 'ross']",2
371,"Oh hey, don’t thank me, thank yourself. You’re the one who faced her fears and ultimately overcame them.",joy,"['oh', 'hey', 'dont', 'thank', 'thank', 'youre', 'one', 'faced', 'fear', 'ultimately', 'overcame']",11
372,"Hey, both you guys should be up there with me.",neutral,"['hey', 'guy']",2
373,"I mean, you two are-are my… I mean, I’m lucky to have just one good",neutral,"['mean', 'two', 'areare', 'mean', 'im', 'lucky', 'one', 'good']",8
374,Thanks man.,neutral,"['thanks', 'man']",2
375,I gotta go check something over here.,neutral,"['got', 'ta', 'go', 'check', 'something']",5
376,What a baby.,sadness,['baby'],1
377,Total wuss!,sadness,"['total', 'wuss']",2
378,"Okay, we have a lot of options here, a number of prototypes for you to try on.",neutral,"['okay', 'lot', 'option', 'number', 'prototype', 'try']",6
379,Wow! This looks great!,joy,"['wow', 'look', 'great']",3
380,"Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.",joy,"['yeah', 'okay', 'one', 'mushroom', 'cap', 'umm', 'one', 'made', 'bologna']",9
381,And-and-and-and-and the toothpicks?,disgust,"['andandandandand', 'toothpick']",2
382,You kissed another woman!,anger,"['kissed', 'another', 'woman']",3
383,Call it even?!,neutral,"['call', 'even']",2
384,Okay!,joy,['okay'],1
385,"Well, I’m gonna go get these  in some water.",neutral,"['well', 'im', 'gon', 'na', 'go', 'get', 'water']",7
386,Wait you stole those from these people’s wedding?,surprise,"['wait', 'stole', 'people', 'wedding']",4
387,"No-no, I took them from the hotel lobby.",neutral,"['nono', 'took', 'hotel', 'lobby']",4
388,"Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.",anger,"['yeah', 'think', 'charge', 'dirty', 'movie', 'bag', 'mashuga', 'nut', 'got', 'another', 'think', 'coming']",12
389,Hey!,surprise,['hey'],1
390,My sweater!,surprise,['sweater'],1
391,I’ve been looking for this for like a month!,surprise,"['ive', 'looking', 'like', 'month']",4
392,Oh my God!!,surprise,"['oh', 'god']",2
393,Oh my God!,surprise,"['oh', 'god']",2
394,Happy?! Is that what I’m supposed to be Vic? Happy?,anger,"['happy', 'im', 'supposed', 'vic', 'happy']",5
395,"Well, why don’t you tell me what you’re supposed to be!",anger,"['well', 'dont', 'tell', 'youre', 'supposed']",5
396,Huh?,surprise,['huh'],1
397,Because I sure as hell can’t figure it out!,anger,"['sure', 'hell', 'cant', 'figure']",4
398,I talk to you and nothin’.,anger,"['talk', 'nothin']",2
399,"You look at me, and it’s nothin’.",anger,"['look', 'nothin']",2
400,Nothing.,anger,['nothing'],1
401,"Tasty! I’m really starting to feel like you guys have a history, it’s-it’s nice.",joy,"['tasty', 'im', 'really', 'starting', 'feel', 'like', 'guy', 'history', 'itsits', 'nice']",10
402,I have a question about this scene.,neutral,"['question', 'scene']",2
403,Yes?,neutral,['yes'],1
404,"Well, I don’t understand why Adrienne’s attracted to Victor.",disgust,"['well', 'dont', 'understand', 'adriennes', 'attracted', 'victor']",6
405,"Peel the onion. First of all, he’s good looking.",neutral,"['peel', 'onion', 'first', 'he', 'good', 'looking']",6
406,Yeah.,neutral,['yeah'],1
407,I think my character’s gonna need a little bit more of reason than that.,neutral,"['think', 'character', 'gon', 'na', 'need', 'little', 'bit', 'reason']",8
408,"Oh, hey, how about this one.",neutral,"['oh', 'hey', 'one']",3
409,"Ah, it’s says so in the script!",anger,"['ah', 'say', 'script']",3
410,"Y'know ah, I-I don’t know why my character likes you either, I mean it says in the script here that you’re a bitch.",anger,"['yknow', 'ah', 'ii', 'dont', 'know', 'character', 'like', 'either', 'mean', 'say', 'script', 'youre', 'bitch']",13
411,It doesn’t say that in the script.,anger,"['doesnt', 'say', 'script']",3
412,It does in mine!,anger,['mine'],1
413,I can’t,anger,['cant'],1
414,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.,anger,"['yeah', 'got', 'ta', 'tell', 'girl', 'tape', 'rookie', 'mistake']",8
415,Y’know who has a great video camera?,neutral,"['yknow', 'great', 'video', 'camera']",4
416,Greg and Jenny?,neutral,"['greg', 'jenny']",2
417,Do you still wanna call ‘em? I wanna call ‘em.,neutral,"['still', 'wan', 'na', 'call', 'em', 'wan', 'na', 'call', 'em']",9
418,Let’s call ‘em.,neutral,"['let', 'call', 'em']",3
419,Yeah! Ask them if they brought their friends any souvenirs!,joy,"['yeah', 'ask', 'brought', 'friend', 'souvenir']",5
420,Hello?  Eighth street deli?,neutral,"['hello', 'eighth', 'street', 'deli']",4
421,"Hey, hang up! You get food poisoning just talkin’ to that place.",disgust,"['hey', 'hang', 'get', 'food', 'poisoning', 'talkin', 'place']",7
422,"Uh sorry, wrong number.",fear,"['uh', 'sorry', 'wrong', 'number']",4
423,Here you go.,neutral,['go'],1
424,Hello?   It’s the deli again!,surprise,"['hello', 'deli']",2
425,All right! I’ll have a sandwich!,joy,"['right', 'ill', 'sandwich']",3
426,I don’t think this number’s right!,sadness,"['dont', 'think', 'number', 'right']",4
427,Oh come on!!,sadness,"['oh', 'come']",2
428,"Gotta go. I miss you too, I love you, but it's getting real late now",sadness,"['got', 'ta', 'go', 'miss', 'love', 'getting', 'real', 'late']",8
429,"Hey Ma. Listen, I made the appointment with Dr. Bazida, and... Excuse me?  Did you know this isn't Ma?",surprise,"['hey', 'listen', 'made', 'appointment', 'dr', 'bazida', 'excuse', 'know', 'isnt']",9
430,Her name's Ronni. She's a pet mortician.,neutral,"['name', 'ronni', 'shes', 'pet', 'mortician']",5
431,Sure. So how long you been...,neutral,"['sure', 'long']",2
432,"Remember when you were a little kid, I used to take you to the navy yard and show you the big ships?",neutral,"['remember', 'little', 'kid', 'used', 'take', 'navy', 'yard', 'show', 'big', 'ship']",10
433,Since then?!,surprise,['since'],1
434,"No, it's only been six years.",neutral,"['six', 'year']",2
435,I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy.,neutral,"['wanted', 'put', 'nice', 'memory', 'head', 'youd', 'know', 'wasnt', 'always', 'terrible', 'guy']",11
436,...Joe.,neutral,['joe'],1
437,Y'ever been in love?,neutral,"['yever', 'love']",2
438,...I d'know.,neutral,['dknow'],1
439,Then y'haven't. You're burning your tomatoes.,neutral,"['yhavent', 'youre', 'burning', 'tomato']",4
440,You're one to talk.,disgust,"['youre', 'one', 'talk']",3
441,"Joe, your dad's in love big time. And the worst part of it is, it's with two different women.",neutral,"['joe', 'dad', 'love', 'big', 'time', 'worst', 'part', 'two', 'different', 'woman']",10
442,Oh man. Please tell me one of 'em is Ma.,disgust,"['oh', 'man', 'please', 'tell', 'one', 'em']",6
443,"Of course, course one of 'em's Ma. What's the matter with you.",surprise,"['course', 'course', 'one', 'em', 'whats', 'matter']",6
444,"Everything’s gonna be all right. Okay, Dick?",neutral,"['everythings', 'gon', 'na', 'right', 'okay', 'dick']",6
445,"Hello, I am Guru Saj--Whoa!!  That’s supposed to be a duck right? ‘Cause otherwise, this is waaay out of my league.",surprise,"['hello', 'guru', 'sajwhoa', 'thats', 'supposed', 'duck', 'right', 'cause', 'otherwise', 'waaay', 'league']",11
446,"Hey, Rach, how was work?",neutral,"['hey', 'rach', 'work']",3
447,"Oh, great. Although I did sit down where there wasn’t a chair.",neutral,"['oh', 'great', 'although', 'sit', 'wasnt', 'chair']",6
448,"By the way, Ross dropped by a box of your stuff.",neutral,"['way', 'ross', 'dropped', 'box', 'stuff']",5
449,"Oh, well, I guess I had that one coming.",neutral,"['oh', 'well', 'guess', 'one', 'coming']",5
450,"I’m just gonna throw it out, it’s probably just a bunch of shampoo and...",neutral,"['im', 'gon', 'na', 'throw', 'probably', 'bunch', 'shampoo']",7
451,Something wrong?,neutral,"['something', 'wrong']",2
452,No. Nothing.,neutral,['nothing'],1
453,"And then, and then you said that thing about, about bringing the Mesozoic era in the 21st century.",neutral,"['said', 'thing', 'bringing', 'mesozoic', 'era', 'st', 'century']",7
454,"Yeah, that's it?",surprise,"['yeah', 'thats']",2
455,Yeah.,neutral,['yeah'],1
456,"Dude, I am sorry about what I said!",sadness,"['dude', 'sorry', 'said']",3
457,"No, no, you’re right, it is a ridiculous name!",disgust,"['youre', 'right', 'ridiculous', 'name']",4
458,It’s not that bad.,neutral,['bad'],1
459,"Yes it is! From now on, I have no first name.",anger,"['yes', 'first', 'name']",3
460,"So, you’re just Bing?",neutral,"['youre', 'bing']",2
461,Because we won our apartment back!,joy,"['apartment', 'back']",2
462,"What? Ace is high! Jack, queen, king, ace!",surprise,"['ace', 'high', 'jack', 'queen', 'king', 'ace']",6
463,"No! Ace is low! Ace, two, three, four!",anger,"['ace', 'low', 'ace', 'two', 'three', 'four']",6
464,I don’t know. Ooh! Ooh! Look it!  Ah-ha!,surprise,"['dont', 'know', 'ooh', 'ooh', 'look', 'ahha']",6
465,"All right, cut, let’s pick again, pick again.",neutral,"['right', 'cut', 'let', 'pick', 'pick']",5
466,Okay.,neutral,['okay'],1
467,Come on apartment! Come on apartment!  Oh! I know queen is high!,anger,"['come', 'apartment', 'come', 'apartment', 'oh', 'know', 'queen', 'high']",8
468,"Uh-huh, not as high as… It worked! King!",surprise,"['uhhuh', 'high', 'worked', 'king']",4
469,Yeah baby!,joy,"['yeah', 'baby']",2
470,"But, we pick again! We pick again!",joy,"['pick', 'pick']",2
471,Why?!,neutral,[],0
472,I don’t know!,fear,"['dont', 'know']",2
473,Tickets please!  That’s courtside baby!,joy,"['ticket', 'please', 'thats', 'courtside', 'baby']",5
474,"Seriously, good game though. Good game.   What are they so mad about? They get the apartment back!",surprise,"['seriously', 'good', 'game', 'though', 'good', 'game', 'mad', 'get', 'apartment', 'back']",10
475,No they didn’t!,joy,['didnt'],1
476,"You know, I don't think we brought enough stuff. Did you forget to pack the baby's anvil?",neutral,"['know', 'dont', 'think', 'brought', 'enough', 'stuff', 'forget', 'pack', 'baby', 'anvil']",10
477,It's gonna be worth it.,neutral,"['gon', 'na', 'worth']",3
478,"It's a known fact that women love babies, all right?",neutral,"['known', 'fact', 'woman', 'love', 'baby', 'right']",6
479,Women love guys who love babies.,neutral,"['woman', 'love', 'guy', 'love', 'baby']",5
480,It's that whole sensitive thing.,neutral,"['whole', 'sensitive', 'thing']",3
481,"Quick, aim him at that pack o' babes over there.",neutral,"['quick', 'aim', 'pack', 'babe']",4
482,Maybe one of them will break away.,neutral,"['maybe', 'one', 'break', 'away']",4
483,"No, no wait, for get them, we got one, hard left.",joy,"['wait', 'get', 'got', 'one', 'hard', 'left']",6
484,"All right, gimme the baby.",neutral,"['right', 'gim', 'baby']",3
485,"No, I got him.",neutral,['got'],1
486,"Oh, seriously you want him?",surprise,"['oh', 'seriously', 'want']",3
487,Hello.,neutral,['hello'],1
488,"Well, don't, don't think me immodest, but, me?",surprise,"['well', 'dont', 'dont', 'think', 'immodest']",5
489,You wanna smell him?,neutral,"['wan', 'na', 'smell']",3
490,"Oh, yeah. He's got that great baby smell. Get a whiff of his head.",joy,"['oh', 'yeah', 'he', 'got', 'great', 'baby', 'smell', 'get', 'whiff', 'head']",10
491,What'd I tell you? What'd I tell you?,joy,"['whatd', 'tell', 'whatd', 'tell']",4
492,"Well, we are great guys.",neutral,"['well', 'great', 'guy']",3
493,Bye.,neutral,['bye'],1
494,"Well, not really.",neutral,"['well', 'really']",2
495,"I mean technically it’s-it’s not against the rules or anything, but it is frowned upon.",neutral,"['mean', 'technically', 'itsits', 'rule', 'anything', 'frowned', 'upon']",7
496,"Especially by that professor we ran into last night, Judgey von Holierthanthou.",anger,"['especially', 'professor', 'ran', 'last', 'night', 'judgey', 'von', 'holierthanthou']",8
497,"Well Ross, you be careful now. You don’t want to get a reputation as y’know Professor McNailshisstudents.",joy,"['well', 'ross', 'careful', 'dont', 'want', 'get', 'reputation', 'yknow', 'professor', 'mcnailshisstudents']",10
